departamentocodigo,Departamento,municipiocodigo,Municipio,Nombre_comercial,bandera,Direccion,producto,precio,estado,fecharegistro,periodo,mes,Dir2,Full_Address,Coords
11,BOGOTA D.C.,11001,BOGOTA D.C.,EDS VIA AL LLANO,BIOMAX,CALLE 84 SUR No 3A - 41 ESTE,BIOACEM AL 9%,8100,1,2018-05-02,2018,5,CALLE 84 SUR No 3A - 41 ESTE,"CALLE 84 SUR No 3A - 41 ESTE, Bogota d.c., Colombia","(4.50683, -74.11043)"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION LA EUROPA,MOBIL,AVENIDA BOYACA No. 68B-72,BIODIESEL EXTRA,8830,1,2018-05-01,2018,5,AVENIDA BOYACA No. 68B-72,"AVENIDA BOYACA No. 68B-72, Bogota d.c., Colombia","(4.68345, -74.09745)"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION LA EUROPA,MOBIL,AVENIDA BOYACA No. 68B-72,GASOLINA EXTRA OXIGENADA,11700,1,2018-05-01,2018,5,AVENIDA BOYACA No. 68B-72,"AVENIDA BOYACA No. 68B-72, Bogota d.c., Colombia","(4.68345, -74.09745)"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION LA EUROPA,MOBIL,AVENIDA BOYACA No. 68B-72,BIOACEM AL 9%,7790,1,2018-05-01,2018,5,AVENIDA BOYACA No. 68B-72,"AVENIDA BOYACA No. 68B-72, Bogota d.c., Colombia","(4.68345, -74.09745)"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION LA EUROPA,MOBIL,AVENIDA BOYACA No. 68B-72,GASOLINA CORRIENTE OXIGENADA,8530,1,2018-05-01,2018,5,AVENIDA BOYACA No. 68B-72,"AVENIDA BOYACA No. 68B-72, Bogota d.c., Colombia","(4.68345, -74.09745)"
5,ANTIOQUIA,5615,CANON DE RIO CLARO,ESTACION DE SERVICIO BARRO BLANCO INVERSIONES DE ORIENTE,ZEUSS,Kilometro 4 Vereda Barro Blanco Vía Aeropuerto José María Córdoba,GASOLINA CORRIENTE OXIGENADA,9100,1,2018-05-02,2018,5,Kilometro 4 Vereda Barro Blanco Vía Aeropuerto José María Córdoba,"Kilometro 4 Vereda Barro Blanco Vía Aeropuerto José María Córdoba, Canon de rio claro, Colombia","(6.97416, -73.06576)"
5,ANTIOQUIA,5615,CANON DE RIO CLARO,ESTACION DE SERVICIO BARRO BLANCO INVERSIONES DE ORIENTE,ZEUSS,Kilometro 4 Vereda Barro Blanco Vía Aeropuerto José María Córdoba,BIODIESEL EXTRA,8477,1,2018-05-02,2018,5,Kilometro 4 Vereda Barro Blanco Vía Aeropuerto José María Córdoba,"Kilometro 4 Vereda Barro Blanco Vía Aeropuerto José María Córdoba, Canon de rio claro, Colombia","(6.97416, -73.06576)"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACIÓN DE SERVICIO PORTAL DE LAS PRIMAVERAS NO. 1,PETROMIL,AVENIDA CALLE 72 No 68 H - 56,GASOLINA CORRIENTE OXIGENADA,7640,1,2018-05-10,2018,5,AVENIDA CALLE 72 No 68 H - 56,"AVENIDA CALLE 72 No 68 H - 56, Bogota d.c., Colombia","(4.681, -74.08864)"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACIÓN DE SERVICIO PORTAL DE LAS PRIMAVERAS NO. 1,PETROMIL,AVENIDA CALLE 72 No 68 H - 56,BIODIESEL EXTRA,7990,1,2018-05-10,2018,5,AVENIDA CALLE 72 No 68 H - 56,"AVENIDA CALLE 72 No 68 H - 56, Bogota d.c., Colombia","(4.681, -74.08864)"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACIÓN DE SERVICIO PORTAL DE LAS PRIMAVERAS NO. 1,PETROMIL,AVENIDA CALLE 72 No 68 H - 56,GASOLINA EXTRA OXIGENADA,11390,1,2018-05-10,2018,5,AVENIDA CALLE 72 No 68 H - 56,"AVENIDA CALLE 72 No 68 H - 56, Bogota d.c., Colombia","(4.681, -74.08864)"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACIÓN DE SERVICIO PORTAL DE LAS PRIMAVERAS NO. 1,PETROMIL,AVENIDA CALLE 72 No 68 H - 56,BIOACEM AL 9%,7990,1,2018-05-10,2018,5,AVENIDA CALLE 72 No 68 H - 56,"AVENIDA CALLE 72 No 68 H - 56, Bogota d.c., Colombia","(4.681, -74.08864)"
11,BOGOTA D.C.,11001,BOGOTA D.C.,SERVICENTRO MOBIL EL PORVENIR,MOBIL,CALLE 63 SUR No. 70C - 25,GASOLINA CORRIENTE OXIGENADA,9030,1,2018-05-03,2018,5,CALLE 63 SUR No. 70C - 25,"CALLE 63 SUR No. 70C - 25, Bogota d.c., Colombia","(4.58936, -74.16176)"
11,BOGOTA D.C.,11001,BOGOTA D.C.,SERVICENTRO MOBIL EL PORVENIR,MOBIL,CALLE 63 SUR No. 70C - 25,BIOACEM AL 9%,8350,1,2018-05-03,2018,5,CALLE 63 SUR No. 70C - 25,"CALLE 63 SUR No. 70C - 25, Bogota d.c., Colombia","(4.58936, -74.16176)"
11,BOGOTA D.C.,11001,BOGOTA D.C.,SERVICENTRO MOBIL EL PORVENIR,MOBIL,CALLE 63 SUR No. 70C - 25,GASOLINA EXTRA OXIGENADA,11440,1,2018-05-03,2018,5,CALLE 63 SUR No. 70C - 25,"CALLE 63 SUR No. 70C - 25, Bogota d.c., Colombia","(4.58936, -74.16176)"
11,BOGOTA D.C.,11001,BOGOTA D.C.,SERVICENTRO MOBIL EL PORVENIR,MOBIL,CALLE 63 SUR No. 70C - 25,BIODIESEL EXTRA,8350,1,2018-05-03,2018,5,CALLE 63 SUR No. 70C - 25,"CALLE 63 SUR No. 70C - 25, Bogota d.c., Colombia","(4.58936, -74.16176)"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO BIOMAX PRIMERO DE MAYO,BIOMAX,CALLE 26 SUR No. 68H-85,BIODIESEL EXTRA,8010,1,2018-05-09,2018,5,CALLE 26 SUR No. 68H-85,"CALLE 26 SUR No. 68H-85, Bogota d.c., Colombia","(4.61164, -74.13324)"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO BIOMAX PRIMERO DE MAYO,BIOMAX,CALLE 26 SUR No. 68H-85,BIOACEM AL 9%,8010,1,2018-05-09,2018,5,CALLE 26 SUR No. 68H-85,"CALLE 26 SUR No. 68H-85, Bogota d.c., Colombia","(4.61164, -74.13324)"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO BIOMAX PRIMERO DE MAYO,BIOMAX,CALLE 26 SUR No. 68H-85,GASOLINA CORRIENTE OXIGENADA,8570,1,2018-05-09,2018,5,CALLE 26 SUR No. 68H-85,"CALLE 26 SUR No. 68H-85, Bogota d.c., Colombia","(4.61164, -74.13324)"
5,ANTIOQUIA,5001,MEDELLIN,SERVICENTRO EL PORVENIR,TERPEL,CARRERA 52 No. 29-49,BIODIESEL EXTRA,8420,1,2018-05-02,2018,5,CARRERA 52 No. 29-49,"CARRERA 52 No. 29-49, Medellin, Colombia","(6.22829, -75.57761)"
5,ANTIOQUIA,5001,MEDELLIN,SERVICENTRO EL PORVENIR,TERPEL,CARRERA 52 No. 29-49,GASOLINA CORRIENTE OXIGENADA,8790,1,2018-05-02,2018,5,CARRERA 52 No. 29-49,"CARRERA 52 No. 29-49, Medellin, Colombia","(6.22829, -75.57761)"
5,ANTIOQUIA,5001,MEDELLIN,SERVICENTRO EL PORVENIR,TERPEL,CARRERA 52 No. 29-49,GASOLINA EXTRA OXIGENADA,11630,1,2018-05-02,2018,5,CARRERA 52 No. 29-49,"CARRERA 52 No. 29-49, Medellin, Colombia","(6.22829, -75.57761)"
5,ANTIOQUIA,5001,MEDELLIN,ESTACION DE SERVICIO TERPEL LA RAYA,TERPEL,CARRERA 52 No. 14 SUR-04,GASOLINA EXTRA OXIGENADA,10070,1,2018-05-02,2018,5,CARRERA 52 No. 14 SUR-04,"CARRERA 52 No. 14 SUR-04, Medellin, Colombia","(6.20753, -75.58557)"
5,ANTIOQUIA,5001,MEDELLIN,ESTACION DE SERVICIO TERPEL LA RAYA,TERPEL,CARRERA 52 No. 14 SUR-04,BIODIESEL EXTRA,8290,1,2018-05-02,2018,5,CARRERA 52 No. 14 SUR-04,"CARRERA 52 No. 14 SUR-04, Medellin, Colombia","(6.20753, -75.58557)"
5,ANTIOQUIA,5001,MEDELLIN,ESTACION DE SERVICIO TERPEL LA RAYA,TERPEL,CARRERA 52 No. 14 SUR-04,GASOLINA CORRIENTE OXIGENADA,8610,1,2018-05-02,2018,5,CARRERA 52 No. 14 SUR-04,"CARRERA 52 No. 14 SUR-04, Medellin, Colombia","(6.20753, -75.58557)"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO AUTOMOTRIZ UNION PANAMERICANA ESTACION BOSA BRASIL,MOBIL,Carrera 88C No. 53A - 17 SUR,BIOACEM AL 9%,8303,1,2018-05-02,2018,5,Carrera 88C No. 53A - 17 SUR,"Carrera 88C No. 53A - 17 SUR, Bogota d.c., Colombia","(4.62965, -74.18332)"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO AUTOMOTRIZ UNION PANAMERICANA ESTACION BOSA BRASIL,MOBIL,Carrera 88C No. 53A - 17 SUR,BIODIESEL EXTRA,8303,1,2018-05-02,2018,5,Carrera 88C No. 53A - 17 SUR,"Carrera 88C No. 53A - 17 SUR, Bogota d.c., Colombia","(4.62965, -74.18332)"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO AUTOMOTRIZ UNION PANAMERICANA ESTACION BOSA BRASIL,MOBIL,Carrera 88C No. 53A - 17 SUR,GASOLINA CORRIENTE OXIGENADA,8863,1,2018-05-02,2018,5,Carrera 88C No. 53A - 17 SUR,"Carrera 88C No. 53A - 17 SUR, Bogota d.c., Colombia","(4.62965, -74.18332)"
5,ANTIOQUIA,5088,BELLO,ESTACION DE SERVICIO MADEROS,MOBIL,Diagonal 52 No 12 - 233,BIODIESEL EXTRA,8870,1,2018-05-02,2018,5,Diagonal 52 No 12 - 233,"Diagonal 52 No 12 - 233, Bello, Colombia","(6.33784, -75.55194)"
5,ANTIOQUIA,5088,BELLO,ESTACION DE SERVICIO MADEROS,MOBIL,Diagonal 52 No 12 - 233,GASOLINA CORRIENTE OXIGENADA,8150,1,2018-05-02,2018,5,Diagonal 52 No 12 - 233,"Diagonal 52 No 12 - 233, Bello, Colombia","(6.33784, -75.55194)"
5,ANTIOQUIA,5088,BELLO,ESTACION DE SERVICIO MADEROS,MOBIL,Diagonal 52 No 12 - 233,GASOLINA EXTRA OXIGENADA,11350,1,2018-05-02,2018,5,Diagonal 52 No 12 - 233,"Diagonal 52 No 12 - 233, Bello, Colombia","(6.33784, -75.55194)"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO NUEVA VERAGUAS,PUMA,AVENIDA CALLE 3 No. 34 A-82,GASOLINA EXTRA OXIGENADA,11700,1,2018-05-03,2018,5,AVENIDA CALLE 3 No. 34 A-82,"AVENIDA CALLE 3 No. 34 A-82, Bogota d.c., Colombia","(4.60765, -74.10631)"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO NUEVA VERAGUAS,PUMA,AVENIDA CALLE 3 No. 34 A-82,GASOLINA CORRIENTE OXIGENADA,8749,1,2018-05-03,2018,5,AVENIDA CALLE 3 No. 34 A-82,"AVENIDA CALLE 3 No. 34 A-82, Bogota d.c., Colombia","(4.60765, -74.10631)"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO NUEVA VERAGUAS,PUMA,AVENIDA CALLE 3 No. 34 A-82,BIODIESEL EXTRA,8300,1,2018-05-03,2018,5,AVENIDA CALLE 3 No. 34 A-82,"AVENIDA CALLE 3 No. 34 A-82, Bogota d.c., Colombia","(4.60765, -74.10631)"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO NUEVA VERAGUAS,PUMA,AVENIDA CALLE 3 No. 34 A-82,BIOACEM AL 9%,8300,1,2018-05-03,2018,5,AVENIDA CALLE 3 No. 34 A-82,"AVENIDA CALLE 3 No. 34 A-82, Bogota d.c., Colombia","(4.60765, -74.10631)"
11,BOGOTA D.C.,11001,BOGOTA D.C.,EDS PETROMIL BAZAR 64,PETROMIL,CARRERA 72 No. 64 B - 16,GASOLINA EXTRA OXIGENADA,11090,1,2018-05-02,2018,5,CARRERA 72 No. 64 B - 16,"CARRERA 72 No. 64 B - 16, Bogota d.c., Colombia","(4.67689, -74.10215)"
11,BOGOTA D.C.,11001,BOGOTA D.C.,EDS PETROMIL BAZAR 64,PETROMIL,CARRERA 72 No. 64 B - 16,GASOLINA CORRIENTE OXIGENADA,8530,1,2018-05-02,2018,5,CARRERA 72 No. 64 B - 16,"CARRERA 72 No. 64 B - 16, Bogota d.c., Colombia","(4.67689, -74.10215)"
11,BOGOTA D.C.,11001,BOGOTA D.C.,EDS PETROMIL BAZAR 64,PETROMIL,CARRERA 72 No. 64 B - 16,BIODIESEL EXTRA,7840,1,2018-05-02,2018,5,CARRERA 72 No. 64 B - 16,"CARRERA 72 No. 64 B - 16, Bogota d.c., Colombia","(4.67689, -74.10215)"
5,ANTIOQUIA,5001,MEDELLIN,ESTACION DE SERVICIO TERPEL EL ENCIERRO,TERPEL,CARRERA 43A No. 24 - 30,BIODIESEL EXTRA,8880,1,2018-05-03,2018,5,CARRERA 43A No. 24 - 30,"CARRERA 43A No. 24 - 30, Medellin, Colombia","(6.22625, -75.59377)"
5,ANTIOQUIA,5001,MEDELLIN,ESTACION DE SERVICIO TERPEL EL ENCIERRO,TERPEL,CARRERA 43A No. 24 - 30,GASOLINA EXTRA OXIGENADA,12090,1,2018-05-03,2018,5,CARRERA 43A No. 24 - 30,"CARRERA 43A No. 24 - 30, Medellin, Colombia","(6.22625, -75.59377)"
5,ANTIOQUIA,5001,MEDELLIN,ESTACION DE SERVICIO TERPEL EL ENCIERRO,TERPEL,CARRERA 43A No. 24 - 30,GASOLINA CORRIENTE OXIGENADA,9370,1,2018-05-03,2018,5,CARRERA 43A No. 24 - 30,"CARRERA 43A No. 24 - 30, Medellin, Colombia","(6.22625, -75.59377)"
5,ANTIOQUIA,5001,MEDELLIN,SERVIAMIGOS,MOBIL,Calle 12 Sur No.50E-56,GASOLINA CORRIENTE OXIGENADA,8790,1,2018-05-02,2018,5,Calle 12 Sur No.50E-56,"Calle 12 Sur No.50E-56, Medellin, Colombia","(6.20837, -75.58863)"
5,ANTIOQUIA,5001,MEDELLIN,SERVIAMIGOS,MOBIL,Calle 12 Sur No.50E-56,BIODIESEL EXTRA,8280,1,2018-05-02,2018,5,Calle 12 Sur No.50E-56,"Calle 12 Sur No.50E-56, Medellin, Colombia","(6.20837, -75.58863)"
5,ANTIOQUIA,5001,MEDELLIN,SERVIAMIGOS,MOBIL,Calle 12 Sur No.50E-56,GASOLINA EXTRA OXIGENADA,11520,1,2018-05-02,2018,5,Calle 12 Sur No.50E-56,"Calle 12 Sur No.50E-56, Medellin, Colombia","(6.20837, -75.58863)"
11,BOGOTA D.C.,11001,BOGOTA D.C.,BRIO GAS,BIOMAX,Avenida Calle 145  94D - 60,GASOLINA CORRIENTE OXIGENADA,8699,1,2018-05-03,2018,5,Avenida Calle 145  94D - 60,"Avenida Calle 145  94D - 60, Bogota d.c., Colombia","(4.74009, -74.08778)"
11,BOGOTA D.C.,11001,BOGOTA D.C.,BRIO GAS,BIOMAX,Avenida Calle 145  94D - 60,GASOLINA EXTRA OXIGENADA,11200,1,2018-05-03,2018,5,Avenida Calle 145  94D - 60,"Avenida Calle 145  94D - 60, Bogota d.c., Colombia","(4.74009, -74.08778)"
11,BOGOTA D.C.,11001,BOGOTA D.C.,BRIO GAS,BIOMAX,Avenida Calle 145  94D - 60,BIOACEM AL 9%,8380,1,2018-05-03,2018,5,Avenida Calle 145  94D - 60,"Avenida Calle 145  94D - 60, Bogota d.c., Colombia","(4.74009, -74.08778)"
11,BOGOTA D.C.,11001,BOGOTA D.C.,BRIO GAS,BIOMAX,Avenida Calle 145  94D - 60,BIODIESEL EXTRA,8380,1,2018-05-03,2018,5,Avenida Calle 145  94D - 60,"Avenida Calle 145  94D - 60, Bogota d.c., Colombia","(4.74009, -74.08778)"
5,ANTIOQUIA,5001,MEDELLIN,ESTACION DE SERVICIO ROBLEDO,MOBIL,DIAGONAL 80 No. 76-95,GASOLINA EXTRA OXIGENADA,11750,1,2018-05-01,2018,5,DIAGONAL 80 No. 76-95,"DIAGONAL 80 No. 76-95, Medellin, Colombia","(6.27728, -75.58965)"
5,ANTIOQUIA,5001,MEDELLIN,ESTACION DE SERVICIO ROBLEDO,MOBIL,DIAGONAL 80 No. 76-95,BIODIESEL EXTRA,8325,1,2018-05-01,2018,5,DIAGONAL 80 No. 76-95,"DIAGONAL 80 No. 76-95, Medellin, Colombia","(6.27728, -75.58965)"
5,ANTIOQUIA,5001,MEDELLIN,ESTACION DE SERVICIO ROBLEDO,MOBIL,DIAGONAL 80 No. 76-95,GASOLINA CORRIENTE OXIGENADA,8915,1,2018-05-01,2018,5,DIAGONAL 80 No. 76-95,"DIAGONAL 80 No. 76-95, Medellin, Colombia","(6.27728, -75.58965)"
5,ANTIOQUIA,5001,MEDELLIN,ESTACION DE SERVICIO TERPEL LA 65,TERPEL,CARRERA 65 No. 78-190,GASOLINA EXTRA OXIGENADA,12140,1,2018-05-01,2018,5,CARRERA 65 No. 78-190,"CARRERA 65 No. 78-190, Medellin, Colombia","(6.21042, -75.58759)"
5,ANTIOQUIA,5001,MEDELLIN,ESTACION DE SERVICIO TERPEL LA 65,TERPEL,CARRERA 65 No. 78-190,GASOLINA CORRIENTE OXIGENADA,9030,1,2018-05-01,2018,5,CARRERA 65 No. 78-190,"CARRERA 65 No. 78-190, Medellin, Colombia","(6.21042, -75.58759)"
5,ANTIOQUIA,5001,MEDELLIN,ESTACION DE SERVICIO TERPEL LA 65,TERPEL,CARRERA 65 No. 78-190,BIODIESEL EXTRA,8470,1,2018-05-01,2018,5,CARRERA 65 No. 78-190,"CARRERA 65 No. 78-190, Medellin, Colombia","(6.21042, -75.58759)"
11,BOGOTA D.C.,11001,BOGOTA D.C.,BRIO BIMA,BIOMAX,AVENIDA AUTOPISTA NORTE 45 No. 232-35,BIODIESEL EXTRA,8380,1,2018-05-10,2018,5,AVENIDA AUTOPISTA NORTE 45 No. 232-35,"AVENIDA AUTOPISTA NORTE 45 No. 232-35, Bogota d.c., Colombia","(4.69211, -74.05645)"
11,BOGOTA D.C.,11001,BOGOTA D.C.,BRIO BIMA,BIOMAX,AVENIDA AUTOPISTA NORTE 45 No. 232-35,GASOLINA EXTRA OXIGENADA,11750,1,2018-05-10,2018,5,AVENIDA AUTOPISTA NORTE 45 No. 232-35,"AVENIDA AUTOPISTA NORTE 45 No. 232-35, Bogota d.c., Colombia","(4.69211, -74.05645)"
11,BOGOTA D.C.,11001,BOGOTA D.C.,BRIO BIMA,BIOMAX,AVENIDA AUTOPISTA NORTE 45 No. 232-35,GASOLINA CORRIENTE OXIGENADA,8930,1,2018-05-10,2018,5,AVENIDA AUTOPISTA NORTE 45 No. 232-35,"AVENIDA AUTOPISTA NORTE 45 No. 232-35, Bogota d.c., Colombia","(4.69211, -74.05645)"
11,BOGOTA D.C.,11001,BOGOTA D.C.,BRIO BIMA,BIOMAX,AVENIDA AUTOPISTA NORTE 45 No. 232-35,BIOACEM AL 9%,8380,1,2018-05-10,2018,5,AVENIDA AUTOPISTA NORTE 45 No. 232-35,"AVENIDA AUTOPISTA NORTE 45 No. 232-35, Bogota d.c., Colombia","(4.69211, -74.05645)"
11,BOGOTA D.C.,11001,BOGOTA D.C.,LUBRICANTES Y COMBUSTIBLES DEL ORIENTE LTDA,TEXACO,CALLE 46 SUR No.  24A-03,BIODIESEL EXTRA,7978,1,2018-05-01,2018,5,CALLE 46 SUR No.  24A-03,"CALLE 46 SUR No.  24A-03, Bogota d.c., Colombia","(4.57891, -74.12749)"
11,BOGOTA D.C.,11001,BOGOTA D.C.,LUBRICANTES Y COMBUSTIBLES DEL ORIENTE LTDA,TEXACO,CALLE 46 SUR No.  24A-03,GASOLINA CORRIENTE OXIGENADA,8603,1,2018-05-01,2018,5,CALLE 46 SUR No.  24A-03,"CALLE 46 SUR No.  24A-03, Bogota d.c., Colombia","(4.57891, -74.12749)"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO GNVERDE CARACAS 41 S,BIOMAX,CARRERA 14 No. 38-92 SUR,BIODIESEL EXTRA,7939,1,2018-05-02,2018,5,CARRERA 14 No. 38-92 SUR,"CARRERA 14 No. 38-92 SUR, Bogota d.c., Colombia","(4.59151, -74.12247)"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO GNVERDE CARACAS 41 S,BIOMAX,CARRERA 14 No. 38-92 SUR,BIOACEM AL 9%,7939,1,2018-05-02,2018,5,CARRERA 14 No. 38-92 SUR,"CARRERA 14 No. 38-92 SUR, Bogota d.c., Colombia","(4.59151, -74.12247)"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO GNVERDE CARACAS 41 S,BIOMAX,CARRERA 14 No. 38-92 SUR,GASOLINA CORRIENTE OXIGENADA,8599,1,2018-05-02,2018,5,CARRERA 14 No. 38-92 SUR,"CARRERA 14 No. 38-92 SUR, Bogota d.c., Colombia","(4.59151, -74.12247)"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO NAVARRO MOJICA Y CIA TEXACO 27,TEXACO,AVENIDA CARRERA 68 No. 67G-36,GASOLINA CORRIENTE OXIGENADA,8810,1,2018-05-02,2018,5,AVENIDA CARRERA 68 No. 67G-36,"AVENIDA CARRERA 68 No. 67G-36, Bogota d.c., Colombia","(4.67713, -74.08593)"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO NAVARRO MOJICA Y CIA TEXACO 27,TEXACO,AVENIDA CARRERA 68 No. 67G-36,GASOLINA EXTRA OXIGENADA,11610,1,2018-05-02,2018,5,AVENIDA CARRERA 68 No. 67G-36,"AVENIDA CARRERA 68 No. 67G-36, Bogota d.c., Colombia","(4.67713, -74.08593)"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO NAVARRO MOJICA Y CIA TEXACO 27,TEXACO,AVENIDA CARRERA 68 No. 67G-36,BIODIESEL EXTRA,8269,1,2018-05-02,2018,5,AVENIDA CARRERA 68 No. 67G-36,"AVENIDA CARRERA 68 No. 67G-36, Bogota d.c., Colombia","(4.67713, -74.08593)"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO NAVARRO MOJICA Y CIA TEXACO 27,TEXACO,AVENIDA CARRERA 68 No. 67G-36,BIOACEM AL 9%,8269,1,2018-05-02,2018,5,AVENIDA CARRERA 68 No. 67G-36,"AVENIDA CARRERA 68 No. 67G-36, Bogota d.c., Colombia","(4.67713, -74.08593)"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO CARRERA 50,MOBIL,CARRERA 50 No. 18A-15,BIOACEM AL 9%,7899,1,2018-05-01,2018,5,CARRERA 50 No. 18A-15,"CARRERA 50 No. 18A-15, Bogota d.c., Colombia","(4.63199, -74.10363)"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO CARRERA 50,MOBIL,CARRERA 50 No. 18A-15,BIODIESEL EXTRA,7899,1,2018-05-01,2018,5,CARRERA 50 No. 18A-15,"CARRERA 50 No. 18A-15, Bogota d.c., Colombia","(4.63199, -74.10363)"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO CARRERA 50,MOBIL,CARRERA 50 No. 18A-15,GASOLINA CORRIENTE OXIGENADA,8560,1,2018-05-01,2018,5,CARRERA 50 No. 18A-15,"CARRERA 50 No. 18A-15, Bogota d.c., Colombia","(4.63199, -74.10363)"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO ALAMOS,TERPEL,CALLE 72 No. 91 A-45,BIOACEM AL 9%,8261,1,2018-05-01,2018,5,CALLE 72 No. 91 A-45,"CALLE 72 No. 91 A-45, Bogota d.c., Colombia","(4.69939, -74.11104)"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO ALAMOS,TERPEL,CALLE 72 No. 91 A-45,BIODIESEL EXTRA,8261,1,2018-05-01,2018,5,CALLE 72 No. 91 A-45,"CALLE 72 No. 91 A-45, Bogota d.c., Colombia","(4.69939, -74.11104)"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO ALAMOS,TERPEL,CALLE 72 No. 91 A-45,GASOLINA CORRIENTE OXIGENADA,8814,1,2018-05-01,2018,5,CALLE 72 No. 91 A-45,"CALLE 72 No. 91 A-45, Bogota d.c., Colombia","(4.69939, -74.11104)"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO SUPER BRIO,BIOMAX,CALLE 51 SUR No. 5D-70,BIOACEM AL 9%,8170,1,2018-05-09,2018,5,CALLE 51 SUR No. 5D-70,"CALLE 51 SUR No. 5D-70, Bogota d.c., Colombia","(4.55586, -74.1211)"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO SUPER BRIO,BIOMAX,CALLE 51 SUR No. 5D-70,GASOLINA CORRIENTE OXIGENADA,8850,1,2018-05-09,2018,5,CALLE 51 SUR No. 5D-70,"CALLE 51 SUR No. 5D-70, Bogota d.c., Colombia","(4.55586, -74.1211)"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO SUPER BRIO,BIOMAX,CALLE 51 SUR No. 5D-70,BIODIESEL EXTRA,8170,1,2018-05-09,2018,5,CALLE 51 SUR No. 5D-70,"CALLE 51 SUR No. 5D-70, Bogota d.c., Colombia","(4.55586, -74.1211)"
5,ANTIOQUIA,5001,MEDELLIN,ESTACION DE SERVICIO TEXACO LA  AGUACATALA,TEXACO,Carrera 50E No 10 Sur 130,BIODIESEL EXTRA,8290,1,2018-05-05,2018,5,Carrera 50E No 10 Sur 130,"Carrera 50E No 10 Sur 130, Medellin, Colombia","(6.19677, -75.58437)"
5,ANTIOQUIA,5001,MEDELLIN,ESTACION DE SERVICIO TEXACO LA  AGUACATALA,TEXACO,Carrera 50E No 10 Sur 130,GASOLINA CORRIENTE OXIGENADA,8790,1,2018-05-05,2018,5,Carrera 50E No 10 Sur 130,"Carrera 50E No 10 Sur 130, Medellin, Colombia","(6.19677, -75.58437)"
5,ANTIOQUIA,5001,MEDELLIN,ESTACION DE SERVICIO TEXACO LA  AGUACATALA,TEXACO,Carrera 50E No 10 Sur 130,GASOLINA EXTRA OXIGENADA,11460,1,2018-05-05,2018,5,Carrera 50E No 10 Sur 130,"Carrera 50E No 10 Sur 130, Medellin, Colombia","(6.19677, -75.58437)"
11,BOGOTA D.C.,11001,BOGOTA D.C.,EDS SERVIRUEDAS,TERPEL,TRANSVERSAL 60 No. 108-09,BIODIESEL EXTRA,11470,1,2018-05-02,2018,5,TRANSVERSAL 60 No. 108-09,"TRANSVERSAL 60 No. 108-09, Bogota d.c., Colombia","(4.68947, -74.06588)"
11,BOGOTA D.C.,11001,BOGOTA D.C.,EDS SERVIRUEDAS,TERPEL,TRANSVERSAL 60 No. 108-09,BIOACEM AL 9%,8450,1,2018-05-02,2018,5,TRANSVERSAL 60 No. 108-09,"TRANSVERSAL 60 No. 108-09, Bogota d.c., Colombia","(4.68947, -74.06588)"
